27,16
8,20
26,42
6,46
40,14
53,18
42,40
51,45
62,46
79,14
93,14
85,44
73,45
113,14
127,14
119,44
107,45
163,16
144,20
162,42
142,46
176,14
189,18
178,40
187,45
198,46
215,14
229,14
221,44
209,45
256,18
245,39
256,49
283,14
297,14
289,44
277,45
312,14
325,18
314,40
323,45
334,46
346,14
359,18
348,40
357,45
368,46
385,14
399,14
391,44
379,45
414,14
427,18
416,40
425,45
436,46
469,16
450,20
468,42
448,46
494,18
483,39
494,49
528,18
517,39
528,49
562,18
551,39
562,49
596,18
585,39
596,49
630,18
619,39
630,49
673,16
654,20
672,42
652,46
691,14
705,14
697,44
685,45
720,14
733,18
722,40
731,45
742,46
759,14
773,14
765,44
753,45
809,16
790,20
808,42
788,46
822,14
835,18
824,40
833,45
844,46
877,16
858,20
876,42
856,46
890,14
903,18
892,40
901,45
912,46
936,18
925,39
936,49
963,14
977,14
969,44
957,45
992,14
1005,18
994,40
1003,45
1014,46
1047,16
1028,20
1046,42
1026,46
1065,14
1079,14
1071,44
1059,45
1094,14
1107,18
1096,40
1105,45
1116,46
1149,16
1130,20
1148,42
1128,46
1167,14
1181,14
1173,44
1161,45
1201,14
1215,14
1207,44
1195,45
1235,14
1249,14
1241,44
1229,45
1285,16
1266,20
1284,42
1264,46
1303,14
1317,14
1309,44
1297,45
1353,16
1334,20
1352,42
1332,46
1378,18
1367,39
1378,49
1405,14
1419,14
1411,44
1399,45
1439,14
1453,14
1445,44
1433,45
1489,16
1470,20
1488,42
1468,46
1514,18
1503,39
1514,49
1536,14
1549,18
1538,40
1547,45
1558,46
1591,16
1572,20
1590,42
1570,46
1609,14
1623,14
1615,44
1603,45
1659,16
1640,20
1658,42
1638,46
1684,18
1673,39
1684,49
1711,14
1725,14
1717,44
1705,45
1740,14
1753,18
1742,40
1751,45
1762,46
1779,14
1793,14
1785,44
1773,45
1813,14
1827,14
1819,44
1807,45
1854,18
1843,39
1854,49
1897,16
1878,20
1896,42
1876,46
18,80
7,101
18,111
52,80
41,101
52,111
74,76
87,80
76,102
85,107
96,108
113,76
127,76
119,106
107,107
154,80
143,101
154,111
181,76
195,76
187,106
175,107
215,76
229,76
221,106
209,107
256,80
245,101
256,111
299,78
280,82
298,104
278,108
312,76
325,80
314,102
323,107
334,108
351,76
365,76
357,106
345,107
401,78
382,82
400,104
380,108
435,78
416,82
434,104
414,108
469,78
450,82
468,104
448,108
487,76
501,76
493,106
481,107
521,76
535,76
527,106
515,107
562,80
551,101
562,111
596,80
585,101
596,111
639,78
620,82
638,104
618,108
664,80
653,101
664,111
707,78
688,82
706,104
686,108
725,76
739,76
731,106
719,107
766,80
755,101
766,111
788,76
801,80
790,102
